MATCH;A;THETA;D
1;0.53460091;3.9268084;0.44323188
1;1.1169733;4.5847864;0.81137818
1;1.2846136;1.4070688;2.7945268
0;2.2819617;27.110710;3.2316217
0;7.4053612;6.7476869;4.0262551
1;0.64373696;2.2485054;1.3519658
1;1.4477637;1.1433465;1.3950703
0;16.550425;82.957001;1.5266378
0;16.075834;66.380791;1.6466099
0;7.1728110;58.420395;1.2074572
1;3.5433676;4.9800577;1.7129431
1;2.2353711;2.5031021;1.1535656
1;0.82263124;2.0641031;1.4652051
0;5.0112257;40.997692;1.9576287
0;10.051182;36.067635;1.5979896
0;4.9435291;42.371735;1.4527558
0;5.9277668;52.981045;1.6127771
0;1.5104784;13.354232;0.98080432
0;4.4526248;61.600189;1.4889824
1;2.9069736;11.647278;1.0948201
1;2.2779052;14.815436;1.2348555
0;10.474734;56.012394;1.1605877
1;0.78134996;2.3341830;0.99133390
1;2.0034139;8.3303919;2.3842986
0;26.685101;19.001585;3.5459239
0;8.0017824;7.6970148;9.6577930
0;21.697079;15.540874;12.698724
1;0.71957135;9.8359795;0.87667423
0;3.3716326;71.016991;0.99986964
1;3.2555368;3.5116997;14.342745
0;19.046537;1.0725472;19.923420
1;13.019918;1.8752612;0.81921226
1;10.243480;0.83640796;0.91796058
0;28.676001;16.520571;5.6916938
0;33.463539;14.681619;0.94568491
0;2.8071630;33.227188;6.2408142
0;6.6453710;23.434355;7.1278982
0;11.685239;20.234991;5.4552402
0;3.6446087;74.800606;2.8845992
0;8.6079445;16.519653;3.6711481
0;6.0429149;5.6559601;4.1627035
1;1.3785964;4.7173877;1.4321159
1;1.5621927;1.5677122;1.6315026
1;6.7796278;14.869081;4.0168185
0;6.8777175;27.841047;1.8066139
0;8.5605259;15.531067;0.96338946
1;2.4800596;7.1187968;0.70110232
0;8.5092421;51.874893;1.0230732
1;2.6373265;4.4181032;0.56324410
0;13.351030;14.804897;0.68298823
0;7.5306149;65.122414;1.0674955
1;0.93033141;23.289309;1.0403205
0;1.1344726;74.817436;0.91180319
0;7.2411017;70.389664;1.1154438
0;2.0279148;71.476418;1.0385106
0;5.8016596;83.060883;1.2293251
1;2.2593076;5.2647791;2.5399442
1;2.7125630;0.37242150;1.7182329
1;1.2552575;2.8053439;2.4864140
1;2.9185367;24.875383;1.1933467
1;3.7282388;13.285542;0.53158593
1;0.89514965;0.72322369;0.46334860
1;0.83306623;2.5247574;1.9156566
0;3.0091541;28.368071;0.72719091
1;2.1885581;2.9815195;0.88563943
0;6.0001922;46.118290;1.6637081
0;5.7636356;79.376389;0.85206532
1;1.3921789;0.34300971;0.81657052
1;2.2044914;25.945448;1.0856681
0;7.9016347;46.000301;1.0019438
1;0.91253603;5.0130935;0.53346533
0;10.335551;1.7107704;1.2755909
1;1.6718912;8.5085258;1.0520259
0;7.2861714;54.082005;1.9238936
1;0.67811537;0.13161935;1.2434003
1;2.6674047;10.148277;1.1913825
1;4.7441912;10.267157;1.1535922
0;5.2741036;8.8602276;3.0883145
0;2.3682644;83.627731;2.5604458
0;2.0650232;25.257202;3.3272324
0;8.6733189;6.5450406;1.9439270
1;1.2556980;2.1368997;1.1887830
0;16.088560;87.031990;3.3775222
0;15.741858;67.506416;1.7566400
1;1.3870583;3.3169968;1.1771121
1;1.0727497;2.5971131;1.1087790
0;7.8087220;18.567635;0.42778563
0;1.1597157;18.862686;0.37951046
1;0.60735613;2.6784036;1.0921590
1;3.1945515;2.4460499;2.2471745
1;1.9255050;0.84620959;1.3977089
1;8.1621037;2.4480808;5.1867151
0;2.1223295;53.498287;0.42104012
1;3.2813628;10.182261;6.5698323
0;13.997870;0.46403769;23.045353
0;32.175709;0.91759574;0.51294529
0;11.233622;3.0049493;5.1718507
0;6.7179985;10.058258;10.547628
0;11.451797;8.0663376;26.926859
0;16.111155;10.684568;7.5984797
0;5.8503628;58.695946;4.1752758
0;5.2986455;19.245670;8.3066769
0;16.848217;53.064770;1.7750763
0;4.4385118;84.645470;2.4002285
0;0.18693271;42.062099;0.97220659
0;15.142968;17.059422;1.0240653
1;5.4831414;13.104793;4.4233413
0;5.2627554;26.446556;1.8909298
1;1.1100007;0.49493864;1.0159314
0;19.040897;15.149625;1.3601139
0;2.7106056;34.202324;1.0653173
0;7.2718401;5.2853041;2.0103896
1;8.3107347;2.8172052;2.1967843
0;0.80104870;83.408951;1.0349956
0;2.4563711;49.048847;0.95849520
0;5.8926659;60.663422;0.74756414
1;3.1535745;9.0346394;1.3097321
0;10.969408;18.256529;0.54723275
0;2.3443444;22.504143;0.83008903
0;2.5141551;3.0828323;0.14544296
0;6.3010092;48.752285;2.9885714
1;0.95918810;0.46200645;0.75858092
0;9.2598038;17.749672;0.51819831
0;4.7013545;1.0545605;0.69093919
1;9.9926538;0.77246630;0.66486448
1;0.83035332;0.71031672;0.74688888
1;1.1336906;6.9697275;0.37874877
0;7.2044053;55.182423;0.73037791
0;12.787415;4.8090711;3.0138423
1;0.49062252;0.69650173;1.1628056
1;1.2780129;2.5058773;2.0372393
1;1.6314579;33.941978;2.5712967
1;0.88004571;1.8614964;1.4560812
0;7.2993827;0.13581875;2.1547287
1;3.2142513;10.133685;0.95370537
0;5.6166101;8.6827030;2.5919213
0;18.003870;78.474281;2.2175825
0;18.677614;57.166058;1.7891541
0;1.7248172;38.558933;2.6611049
0;15.778820;23.169024;3.6390531
1;0.40419292;0.59968972;2.0759358
0;9.1096363;30.079086;0.44725010
1;2.4875495;9.3669376;0.46267077
0;7.2904763;42.497501;1.3903394
0;8.4456720;34.253010;1.0990771
0;20.527657;28.484434;2.7331553
1;1.2974354;14.582474;1.1685745
0;23.259254;29.818012;2.8718796
1;6.0351510;3.5125456;6.7420654
0;22.336416;18.960905;10.872225
0;14.600460;2.6490946;1.5144522
0;4.0938234;39.066952;2.3247118
0;5.1880574;43.468853;2.2152302
1;8.3310280;0.21375079;4.9148245
1;12.190273;6.8620462;2.8206751
1;3.2572255;16.121761;2.5199487
1;2.9056740;16.196781;5.4328022
0;5.5073214;61.797607;0.91004497
0;3.3797221;25.342945;0.67478007
1;9.0053654;1.6835090;1.9287354
0;9.5569649;25.769653;0.82688141
0;6.0730209;8.0867271;1.2596650
1;1.6710728;2.6177459;2.1904137
1;0.83289927;18.166256;1.4670278
1;1.7403193;11.335695;0.90023452
1;0.53453404;4.6397543;0.90242016
0;9.0938931;4.6873479;1.7935019
1;1.6537193;0.16789204;0.41526419
1;5.6018329;4.4394522;1.3483288
1;0.89620590;3.9680545;0.23042133
1;15.504711;0.45931631;1.5672218
1;2.8413200;3.7762804;0.60759670
0;7.9470563;47.770618;0.40585184
1;4.1688266;6.2277818;0.50839984
0;4.4186749;3.4433873;0.67085493
0;5.7757273;57.742813;0.48492426
0;6.8019137;9.1157303;0.66162860
0;28.482399;0.019608291;0.75849390
1;9.2941513;4.1454868;3.3617988
1;0.53899783;3.9263959;17.020922
1;2.8869803;1.5541546;6.9795618
0;35.484894;0.69765425;2.6997476
1;5.0543599;13.553180;0.84012496
0;6.6124701;44.069145;1.6937222
0;8.0267258;64.248627;4.1470890
0;6.8008251;37.309933;4.7515392
0;7.6010284;71.704071;4.3848825
0;5.8220797;42.937115;3.8239038
0;12.627335;38.807583;3.7444627
0;4.0315514;30.290232;0.40114239
0;3.4352221;29.096533;0.39183483
1;1.4634620;2.9585264;0.42733768
0;4.7775922;72.330299;0.52859616
1;1.8087448;0.99562234;0.56267548
0;25.666489;9.6665163;0.60144794
1;2.8402219;6.4617429;0.51827431
0;21.721207;40.224659;0.54953891
1;3.7594903;3.2320011;0.89882958
1;2.1652865;4.4334769;1.6810316
1;3.1815109;3.1745276;1.5759286
1;3.2411456;0.31008738;2.5032182
1;4.0739498;18.185905;0.68849397
0;7.6704378;4.0437274;0.55587029
1;1.8664323;3.7380633;0.78404236
1;1.4401431;1.6837589;1.1520677
1;1.7476519;3.5914512;0.83459342
0;10.136360;23.614706;3.0792758
0;1.5377078;66.017441;13.480118
0;2.0763009;64.804825;14.115261
0;1.9599642;68.240433;13.491508
0;2.3516364;69.661186;13.456583
0;2.9911590;71.395248;13.236432
0;4.5273294;52.828197;0.89783102
1;2.0977976;2.6593292;0.86897051
0;14.455709;34.809471;3.2955422
1;0.24808973;19.425974;1.2268260
1;1.2388519;15.120438;1.3933738
0;10.013946;5.2195282;3.9953735
1;1.9628274;1.2637705;0.32448316
1;0.038513288;0.073581986;0.64670277
0;8.2496586;15.804128;0.22078525
0;7.8700671;81.429245;0.23338413
0;6.0488639;82.858139;0.39715022
0;5.0729876;85.388649;0.26241353
1;0.17886503;2.6073873;0.85410148
1;5.1919127;15.340305;0.18429038
1;2.3307691;7.8352237;1.1010884
1;2.9383316;4.2541127;1.1678852
1;6.3638258;26.048170;0.74584609
1;3.1245148;10.974129;0.75696748
1;1.3982147;4.5626020;1.0228914
0;7.3806701;66.974411;0.49199858
1;1.3249716;0.15013020;0.73309791
0;13.063183;0.23092502;0.62805974
1;3.0560589;5.4845276;0.86537600
0;9.0217447;25.307882;1.6878796
1;3.7012861;5.8118014;1.1906817
1;2.1994565;6.5776739;0.61865932
0;7.6082072;38.173969;1.3228493
1;6.3337212;3.5390062;1.5186671
0;9.8162804;54.763573;2.0780854
1;1.5301768;12.540097;1.1166195
0;7.5379872;45.816345;0.59987569
0;9.0232267;16.465420;1.3735213
1;9.0822096;17.792986;1.0496106
1;1.0024285;0.38231716;0.74697846
1;0.84260106;1.2322645;0.48548195
1;0.85604930;0.71644688;0.68131673
1;0.34895450;8.6662788;0.97227579
1;0.14859851;8.2693205;1.2381723
0;8.9796772;39.121998;0.94448465
1;1.9239831;12.265394;2.8348489
0;8.7979622;40.354698;0.86407834
0;11.093963;32.116982;4.9983869
0;8.6676950;52.779705;0.98882312
1;0.86675221;1.2251517;0.39960450
1;4.1928077;6.8374085;2.1041470
1;0.58627808;14.009462;1.2541192
1;1.5623261;15.189732;1.1884837
1;0.75456601;0.96670353;1.2478099
1;0.49898869;3.1382699;2.0531380
1;2.1203580;1.2694166;1.0265281
1;3.9795611;0.31271562;1.4495695
1;4.5426154;5.1674056;4.0879526
0;21.152390;13.778324;19.717817
1;0.50461608;17.303774;2.0830166
0;1.8585874;37.753277;2.4132812
0;9.4500885;2.3835387;1.8784124
0;9.6991901;1.0217259;1.7630101
0;9.4688816;53.609444;2.4730043
0;9.8603430;4.8021994;0.43088907
1;1.2820643;12.135280;1.3580831
0;10.127031;10.344612;1.4969549
1;2.5669894;7.2324057;1.5522057
0;15.719018;40.789886;1.8255187
1;2.6788707;0.14508246;1.9970886
1;3.3267479;11.786306;2.0811868
0;13.408898;8.3294926;1.6606070
1;1.7965823;5.4653950;2.3329623
1;5.1671748;10.235518;3.7255402
0;1.9610544;51.053661;1.2083969
1;4.4807444;5.8255816;3.3710461
1;8.0783319;8.3481073;2.1217279
0;4.2378697;37.272373;0.90014768
0;8.1797819;49.239662;1.3213795
0;10.948025;1.8403169;1.0815508
1;0.43013307;4.0887117;0.78948987
1;5.8439360;5.4136662;1.1179950
1;2.4664366;13.572359;0.64977175
1;3.1771700;6.6581602;0.98458016
0;7.7771688;21.587204;0.73070121
1;2.0334432;6.4825053;0.92304128
1;3.2829585;1.7179940;0.67288172
0;8.5859299;35.986458;0.73170000
1;0.43926591;1.9901915;0.78729552
1;1.8709626;11.094378;0.70501149
0;11.135296;10.388832;0.77434427
1;0.15387963;3.7352867;0.68379748
0;6.1488872;28.363483;0.46513638
0;7.1701570;18.771864;1.0678513
0;5.7933817;4.7366138;0.92385203
1;0.60418785;1.3601859;0.93895370
1;1.0839589;4.0169535;1.7741064
1;0.58761168;4.2772207;0.81549662
1;1.0259316;1.2022681;1.4266691
0;8.3583956;54.002865;0.84225196
0;12.764550;45.501095;6.7261500
1;3.8211002;2.5393336;2.4433892
0;18.378906;2.0951118;1.1811676
0;2.0699010;33.317329;1.4149442
1;1.1157377;2.5994434;0.55392200
1;1.3289068;1.0597621;3.2561178
1;1.4474875;1.0676314;2.1662197
1;4.2628531;4.3886957;2.3683147
1;14.434316;23.400959;48.911144
0;15.008357;19.187346;16.382566
0;11.861499;13.625196;1.8463445
0;9.1510706;42.246983;1.3125000
1;1.4009823;20.311722;1.0943487
0;12.092044;7.2776513;0.74267411
1;0.86087674;12.623122;1.0631917
0;12.773110;9.5371895;0.73238343
0;9.2585859;35.968971;1.1871519
0;10.559973;0.92856437;1.6823627
1;2.5054035;5.0293355;0.84858894
0;14.174516;24.416500;3.4752827
1;2.7224905;12.160474;1.2017630
0;14.505517;31.269615;2.6141992
0;17.359337;0.87631732;2.5825381
0;7.9373150;2.8272896;0.39007136
1;1.3231646;0.96728057;0.62759763
1;1.3545748;0.044884369;0.25999743
1;3.7071850;4.8221374;2.6384490
0;4.6137590;54.634323;1.2203363
1;2.9521832;0.43918920;4.0811667
1;6.6114054;2.9086747;2.5575259
0;5.3393960;55.550812;0.98081160
0;5.1736021;31.794477;0.32797599
1;1.2341727;6.8064232;1.7711371
1;1.4864976;14.364805;4.2434421
1;8.6738157;17.985113;5.5091310
1;2.5535653;11.435422;1.5695391
0;7.0108585;29.477060;0.77756834
0;12.338470;2.8962474;0.63231540
0;6.3923349;40.897243;0.86190981
0;7.0745416;24.917694;0.69217885
1;3.6614015;20.922575;0.83307213
0;4.6765409;41.104393;0.65595841
0;12.318175;82.832497;2.1184778
1;0.14430578;4.3673892;0.95894575
0;10.593546;20.196302;1.5385774
1;1.7808197;2.9374244;0.96770465
1;0.89898819;0.57498431;1.0526720
1;0.080850050;1.3058873;0.97736543
1;0.48014989;0.51543242;1.4366629
1;1.9894658;4.8598890;2.6718588
0;7.4565687;3.5579562;1.3271484
1;3.4906907;0.28358766;2.9927876
0;13.422009;38.780655;37.359928
1;3.5496714;4.4245234;0.77278066
1;0.47369978;5.0114279;1.0435737
0;12.756180;30.881750;0.87427843
0;9.5347900;15.537221;0.77609599
1;0.75709182;1.0351298;1.9663837
1;0.27368051;7.0675058;0.98300374
1;0.95715582;18.648422;1.8154918
0;19.357046;2.7573810;2.2791014
1;0.71481943;4.4852233;1.6530463
0;17.447247;34.711647;1.2736758
0;13.513879;24.550301;1.0183195
1;0.19415885;2.2342453;2.6750727
0;14.923268;33.991611;2.6729743
1;1.5317619;4.1070118;3.6674042
0;17.753824;36.614933;1.0686107
0;7.5506372;55.450886;1.3305436
1;1.7350128;3.0756314;0.86434203
1;0.42380881;10.534516;3.4218190
1;0.99515700;3.7661295;0.94719607
0;7.3068595;23.703466;1.5985361
0;9.2170496;76.256134;1.3347592
0;11.149833;38.805668;2.6240387
0;5.2525392;78.537094;0.54360628
0;10.463040;75.387344;1.3099302
0;12.004056;1.7716458;0.93808693
1;1.8273809;7.0167356;0.78345740
0;20.225044;7.4146299;0.57714432
1;0.19581969;3.7798405;0.85661143
1;1.1562442;1.5093112;1.0969330
1;0.76972574;0.59602964;3.4541426
1;1.2666847;0.53339142;1.8661094
0;0.82753038;83.736687;1.0184355
1;0.50061005;1.1852474;0.74562919
1;0.84317935;10.764357;1.2353004
1;3.0940213;0.67578983;2.9643953
1;3.5393152;6.0676012;0.48834434
1;4.7104874;5.6605654;0.62844932
1;0.71870542;11.475594;1.7655213
0;18.862495;2.0106828;2.3892472
0;12.433262;25.981096;1.1004661
0;10.151094;18.892817;0.73557484
1;1.1042887;3.9339416;1.5440129
0;21.224913;37.958935;1.1357217
1;1.9390100;1.9152383;2.4587789
0;6.4688001;25.176359;1.2731327
0;8.1015005;16.997238;2.2345107
0;7.1946244;63.003601;1.8502058
0;7.8170514;72.948708;1.5234627
0;8.0250683;85.567665;1.2725729
0;7.6406498;84.328201;1.3707817
0;7.3417773;84.929825;1.5828320
0;6.9505925;87.973816;1.4158567
0;2.4373877;50.294674;1.3011551
0;8.8221540;7.6651735;2.9764426
0;7.7879105;6.1003256;2.2324119
1;0.41442674;1.4586564;2.4839318
1;0.72396088;12.138229;0.67622155
0;0.060361236;81.883606;2.4828932
1;0.48468569;0.56313407;1.2049879
1;4.6025066;1.0622357;0.44070321
1;2.6245885;2.4372530;0.78728068
1;2.5763762;0.054492522;0.94288623
0;9.1094484;20.492300;1.3077265
0;8.7509499;9.4165163;1.5703781
0;12.178400;38.950420;2.5119829
0;7.0018582;0.52422237;0.35450915
0;2.9458272;6.1423373;0.99236292
0;8.1896553;48.377235;0.84260070
0;13.021736;8.2748804;1.5835171
0;8.8260098;30.211636;0.87224919
0;13.888714;8.9371223;1.8925872
0;8.5387735;1.5983092;0.61489129
1;2.0899718;9.6350784;0.56786472
1;1.8678077;10.336963;0.65856349
1;2.3070605;4.9321942;0.70229274
1;2.4821737;8.7281561;0.75995314
1;4.0015850;4.9824576;0.87359136
1;3.3044589;8.9793587;0.33918354
0;6.4335017;52.650124;0.85847563
1;4.7471066;5.2175322;0.53169292
0;17.097301;40.837540;1.0627528
0;8.4459114;4.3100133;1.4436015
0;5.5326543;7.8912501;2.4712467
1;6.2044954;7.4970269;0.82797372
1;1.6905819;0.95241785;0.58859247
1;1.6700337;2.0531476;1.3370448
1;1.8282186;2.5803177;2.4341128
1;2.8759446;1.6120287;1.5518408
0;25.259007;49.588135;1.0853679
1;6.5030499;15.490323;5.2391024
0;22.958279;49.676304;1.6497077
0;6.6678963;17.361084;18.214493
0;21.891665;55.082527;3.0973587
0;21.115818;49.050541;2.0171909
0;1.8547449;50.641327;1.2396133
0;4.9803443;83.751183;1.8449279
0;3.4307525;80.989510;2.2889009
1;1.7241286;8.1497965;0.78682667
0;4.3078508;69.577766;0.54070210
1;3.5451827;15.996318;3.1098356
0;23.445244;34.776001;0.83189422
0;18.854893;17.601820;1.4672331
0;4.0457377;48.255917;0.35848752
0;3.1397390;12.241033;0.73371959
0;16.850275;4.5679307;0.78836524
0;13.598243;1.4776093;1.2386832
0;9.5825615;3.4752491;1.2862145
0;7.8634219;17.214018;0.51845640
0;9.2064428;9.4486036;0.40626040
0;8.2622347;0.87458128;0.74649090
0;7.4410300;60.854557;0.52204925
0;7.2460170;68.468475;0.82150632
0;6.1721392;13.422943;1.3552915
0;5.1066723;50.146763;0.74110651
0;5.2185354;16.180063;1.2290412
0;4.9284892;12.478621;1.3299537
0;4.8303041;9.3194017;1.1533409
0;5.2440701;4.5411530;1.7514323
0;5.1364985;12.162392;1.3482560
0;7.1860895;2.2158241;0.83567256
0;4.3067780;13.831201;1.6275719
0;3.5759375;21.363056;1.2129272
0;6.7575030;38.499771;16.961369
1;5.5370479;12.973652;0.34204409
1;5.2976193;18.483961;0.54873669
0;4.6637135;19.513599;0.41513517
1;4.8744798;19.151764;0.61244166
1;4.5411634;18.914749;0.72322464
1;3.4663501;28.538828;0.82698053
0;22.464066;0.17605545;0.52824968
0;15.715075;0.92228991;0.27895960
0;8.2660589;32.430679;3.6116290
0;12.308474;26.519978;2.1485736
1;6.6527925;1.3527417;1.1312369
1;7.1713438;21.019255;0.70374036
1;6.5427279;15.347708;2.1414654
1;5.7928214;15.321655;2.6401789
0;5.9672899;49.298302;0.68208849
0;5.7164669;44.413788;0.99259353
0;6.8034763;58.069057;0.86623222
0;6.5842519;86.710411;0.96375155
0;8.7952709;34.802692;1.0426258
1;7.2476492;12.899597;1.3046501
0;8.1534071;46.059422;1.1084038
1;7.1858659;18.008566;1.0559944
1;6.5940738;4.2326217;2.0770733
0;6.0197964;27.675417;0.61277664
1;8.3915033;33.492878;2.0535152
0;15.378448;28.024389;0.70218295
1;2.1992140;1.1194235;14.186963
1;1.4903694;6.4028339;5.4868283
1;1.5487480;7.0227547;5.1600251
1;1.7586874;5.0905781;4.4770026
0;7.7200065;23.373930;0.70255965
1;5.0157170;7.4796619;3.4568624
0;3.4234242;16.056808;0.39810300
1;3.9874504;0.74025124;25.126205
0;0.96555448;16.252779;0.78308737
1;0.74170345;0.72727150;2.4427607
1;2.4450843;0.70226246;3.4809949
1;1.1517612;1.0337498;2.2912517
0;6.6124244;29.478804;1.5373422
1;2.8295555;1.1596568;1.3317565
0;5.9733596;44.210892;4.4862943
1;8.1679802;0.64023590;1.5910431
1;7.6847105;6.4947495;2.0323043
0;3.6026080;38.753475;0.69142449
1;16.597881;4.9816012;0.69047636
0;3.2735803;37.089451;1.1233760
1;13.966169;6.3278437;1.0818411
1;1.0014882;10.194222;1.0282556
1;17.513000;1.5644487;0.80565351
1;8.3968506;6.3498044;1.4072354
1;21.893749;0.14388756;0.86682153
0;13.297651;26.007706;2.6881168
1;13.047120;0.17192470;0.83103126
1;17.449047;0.95613527;0.89344186
0;6.0432277;30.303240;1.0830458
1;0.94729859;15.002863;1.6435874
1;0.085115522;5.2301674;0.98443747
1;0.79911059;1.3031358;0.93044639
1;0.48098409;12.188942;1.3789793
0;0.38350925;34.420910;1.8824186
0;6.9066973;40.579967;0.69962376
0;6.0099120;24.783665;0.53634775
1;1.6348736;7.5660334;0.72160941
1;1.6388971;10.846493;0.77836168
0;6.0743704;66.485809;2.4846454
0;5.3989687;87.178871;1.6453497
1;1.0538858;5.0884919;1.2668322
1;1.4321550;8.4771748;1.5262586
1;0.98020798;0.60003734;1.5097740
1;1.8496109;1.2176439;1.1010909
0;3.9486609;37.971249;0.87911755
1;1.9786991;10.548054;0.39200002
0;3.3394859;19.618807;0.81138182
1;2.7595165;7.4833245;0.47489849
0;7.0941610;69.729294;0.61388594
1;0.86140257;1.7722915;1.2968410
1;1.4929376;9.7902889;0.46335804
1;0.49223328;2.8185518;2.7159426
1;2.7152524;16.320793;1.6498642
1;0.078739814;3.2309291;0.64968890
1;0.60949683;6.7434554;0.73317635
1;0.44665357;5.2179003;0.84305632
1;0.16021827;4.0822530;0.45196801
1;0.63847739;5.6432352;0.34352905
1;0.58945930;8.3664713;0.34251687
1;0.69128114;11.905504;0.26872900
1;0.94721383;26.891081;0.18790832
1;3.7557595;26.608639;0.30606297
1;8.1562061;28.202410;3.1865587
1;13.629799;0.61781150;0.73581672
1;8.8193846;25.958057;3.0770392
1;2.2339933;14.074866;0.92198771
1;0.87340409;7.7332363;2.7385714
1;4.9003983;12.256221;3.0371182
1;3.2700462;2.3423395;4.1382327
1;2.6305366;7.8213534;3.4678829
0;0.86505061;61.922504;1.3691667
0;3.8522198;41.850548;0.63843656
0;3.5242121;18.063406;1.3223338
0;12.697033;43.630009;11.747207
1;1.6723948;2.7825487;1.0312432
1;2.1152260;11.226173;1.4286243
0;6.9662328;71.266464;1.2819623
1;1.6106372;3.7770040;0.52772647
0;5.9546695;27.451736;1.5421420
1;2.3401105;2.7426975;1.2253679
1;3.2331924;3.5008256;0.47458312
1;1.3649415;3.6892514;1.3721002
1;2.3729682;26.454044;1.7247385
1;1.1025949;18.548443;0.87433177
1;1.1921811;0.80811936;0.60855633
0;5.7782302;43.996635;0.89448071
0;6.1720228;20.558969;0.78645849
1;0.32408196;3.2164924;2.0173402
1;0.41444406;3.9095740;1.1369085
1;1.0346241;3.4048855;0.71147716
1;0.66586119;4.7606554;1.7063982
1;0.28326413;6.6679473;0.80368817
1;0.14098676;4.0781236;2.0601833
1;1.8740655;0.24184313;0.63324648
0;5.9402981;20.507351;1.6390619
0;0.62599415;12.515246;2.0667472
1;0.70595872;1.1603482;3.5465312
1;1.4018735;2.1419263;2.8822675
1;1.1771464;1.0852329;3.9017577
0;12.645561;7.0574312;0.68813628
1;5.8340845;5.0072303;5.7964845
0;7.6225476;2.1098099;0.26216239
1;1.8781291;0.33750343;13.922223
0;0.42796910;22.036423;1.0055540
1;1.6209449;0.053340524;2.8799200
1;4.1704412;0.21243587;1.8901362
1;0.63237727;0.047565416;2.2316597
1;1.1306670;1.6007921;1.2782596
1;2.3149993;0.88960075;1.9859792
1;1.7538247;4.9796224;2.1758590
0;1.0247070;2.5834863;5.1062760
0;6.5617723;9.3055553;2.3943577
1;6.6911745;3.6853039;1.1234844
0;1.6037146;29.811220;1.7700881
1;3.9877441;4.8569131;1.0309988
1;1.3838379;11.056086;1.0662727
0;7.6048193;2.9907563;2.0336723
0;8.1029902;12.327598;0.39505276
1;0.68879241;12.676404;0.83193296
1;0.93869328;16.646093;0.68977928
1;1.6439351;17.283112;1.2554266
1;1.3801539;17.037228;1.0633849
1;0.48286328;3.6146069;1.4122903
1;0.78948456;0.42977238;1.1523101
1;1.1200796;3.7992792;1.2861429
0;4.6855106;44.275482;0.75529557
1;1.1646708;6.5188646;1.0778427
0;3.5766587;25.838322;0.85601431
1;1.7470554;4.6620698;1.3664484
1;0.92093444;2.8312240;0.68340170
1;1.1094898;11.156283;0.40056598
0;10.052589;0.11395020;1.4100761
0;13.942932;0.78083903;0.99873322
0;13.659311;2.3093095;1.1768930
1;0.26065606;1.3803083;1.1855704
1;1.3011272;1.2752576;0.83047020
1;0.71792847;0.91345131;1.4661503
0;8.3224115;39.563637;0.61712861
1;0.55587548;1.4947714;1.6881131
1;0.64635032;1.0339446;1.8947222
1;0.42692012;0.49642256;3.0070021
1;1.2263042;0.64847904;4.7879286
1;0.72121429;3.8184388;0.79291940
1;0.54672283;0.42533031;1.9027683
1;1.1122090;3.9793060;1.8622665
0;8.2995243;23.866163;1.7740837
0;8.5865917;61.880699;1.2671070
1;1.5505010;15.011937;0.70969021
0;6.4817629;69.301414;0.66100490
1;0.44298473;13.664302;1.5470542
1;0.64506793;1.1545507;0.59304798
0;7.5429263;34.649452;1.6327935
1;1.5541441;2.4613724;0.71533996
0;4.8147869;13.011766;0.50145268
