MATCH;A;THETA;D
1;1.9133124;9.8975048;0.90485531
1;0.45617691;5.6833959;0.41228604
1;2.0777888;0.72640193;0.37898400
1;1.7293078;6.0605054;0.76853871
0;3.0158255;30.689930;0.56471431
0;7.2357817;27.414999;0.56351858
1;3.1942070;1.8445599;1.5885743
1;0.50185525;2.2437196;1.1785487
1;3.8861496;0.079235181;0.85055196
1;1.0025029;0.76732916;0.90863150
1;0.74489051;10.878458;0.63252640
1;0.46455315;0.94255209;1.7265408
0;6.1381898;9.2326822;0.97796685
1;0.10416158;0.37229031;2.7922015
1;2.1516304;1.5577083;4.2849331
0;12.645061;1.8211437;0.85122639
1;0.56205469;0.95175648;5.3957782
0;7.9499860;3.1859024;0.37490577
1;0.66896421;1.4644202;4.8568206
0;0.43425125;26.994997;1.4588640
0;5.8274889;54.164165;1.4842805
1;0.13265575;1.3869823;4.1602001
0;6.0805464;58.840103;1.2301356
1;0.70833582;0.20293665;1.7573259
0;5.5425930;63.605614;1.1298356
1;3.1598661;17.982748;1.8545018
1;1.0196093;0.14814188;0.92367399
1;2.5324659;32.387718;4.5371442
1;3.7730222;1.0962470;2.1192675
1;3.2740400;6.9438820;1.6414582
0;0.66397375;21.761536;0.82689160
0;6.7883763;74.562279;1.1624558
1;8.2951927;4.2179837;1.3425453
0;0.52192032;22.464468;0.96169955
1;5.6200204;5.5704875;0.77162236
1;0.66635758;3.1934364;0.59440154
0;16.671059;37.755360;1.3808248
1;0.34399566;63.288494;0.93503577
1;4.1207442;37.143997;1.0845441
0;5.3551006;79.890808;1.2401601
0;7.7219858;29.764736;0.69725716
0;11.351468;3.5776041;1.4575621
1;0.67117983;10.655108;0.61886412
1;0.28742316;3.7142515;0.87655127
1;0.57871348;4.2887950;0.85227787
0;5.4392633;57.276237;0.69652301
1;0.56154257;5.3926187;0.93765515
0;3.9755392;38.887581;0.82057476
1;1.1224875;4.4855881;0.72805405
0;5.2550631;35.899483;0.43049228
1;0.64855188;4.7798071;0.64360493
1;1.4265956;1.3739827;0.50357550
0;28.682646;1.1052785;0.85220402
0;15.104612;21.340693;0.73980761
0;3.9406290;32.498978;1.5235413
0;6.6393881;25.722572;0.52335584
0;4.8677783;21.445923;0.85203516
0;1.9165788;36.792000;0.90765351
0;7.6892362;8.8116217;0.30445459
0;6.1090975;15.664280;0.71273512
0;6.0590954;17.570824;0.41951948
1;0.30935356;6.4578443;0.41823980
1;0.81852406;8.6085119;0.35285920
1;2.5151358;5.3942256;0.45084739
1;1.4758637;9.9977503;0.49159712
1;3.8955817;6.0433292;0.63360804
1;2.6347227;24.781631;0.48890266
1;0.97050303;2.9462948;0.42713189
1;0.47079796;9.0174036;0.25575063
1;1.8078698;15.087788;0.78711265
1;1.0824627;2.4396250;1.0007633
0;22.238661;30.786585;0.83877593
1;0.22317286;0.63878334;0.87599146
1;0.076538749;0.25278172;1.2705035
1;0.58589822;3.6820955;2.8065639
1;3.7064288;0.67542017;4.4305573
1;0.081746683;5.7356372;0.52977902
1;4.8801761;27.885046;0.63971287
1;3.1589189;0.78701931;1.5798693
1;2.2480044;11.714787;0.81068325
0;11.323311;5.0141635;1.8541931
1;1.1201556;21.859579;1.2622560
1;5.0307856;15.107066;0.66988921
1;7.0177851;1.7986847;0.67353290
1;0.54724276;2.9315109;0.96422845
0;8.0105162;12.793441;1.4920059
1;0.36239150;7.2020926;0.45656636
0;6.0028496;7.1270294;0.98853111
0;2.3291147;42.490891;1.2926862
0;4.5680566;68.257797;1.0918027
0;5.2847505;48.864529;1.0069581
0;4.8901916;36.702564;1.4076301
1;0.071188338;9.6075020;0.98962021
1;0.87233883;3.3847196;1.6741725
0;3.5148456;1.1424751;2.9785268
0;4.3525314;15.713276;0.66673207
1;0.82045943;3.2013862;5.2638965
1;6.5140328;15.729444;0.87706357
1;0.21556053;1.5862652;1.5563862
1;2.7843332;2.8569217;0.73756468
1;0.51775461;1.4809263;1.5403316
1;3.4251413;6.5495596;0.62256670
0;4.6182456;45.116695;4.8407888
1;1.6072342;15.575893;0.74640900
0;9.1304102;4.6281328;1.0046513
1;4.0875211;6.0315051;1.0277826
1;3.0899708;21.991617;0.92192250
0;5.4095554;20.307220;0.74558055
1;1.2727044;2.6594169;4.7213025
1;0.34239507;1.9054683;5.5191307
0;8.4659710;5.9662642;0.18774582
1;0.98230726;2.2576821;4.5129671
0;0.26962966;30.350073;0.86038047
1;0.58415401;1.0964663;4.2950053
0;9.0503960;26.703407;1.5257117
1;0.79089493;0.57253516;1.0902733
0;7.6906905;35.391407;1.4421314
1;5.7560606;1.4443574;3.6251764
1;5.2982187;7.1888223;3.5407126
0;5.6540313;10.490063;3.4072349
1;14.274408;8.8349781;0.66686314
0;5.1763120;21.625734;3.8357382
0;16.195766;39.145077;1.4553342
1;0.39163855;66.707375;1.0812886
0;3.2111669;88.424278;0.69572437
1;4.3038707;52.171165;1.8567755
0;5.7574167;84.308235;1.4179291
0;6.7380676;16.542828;1.6125145
0;6.2535253;80.627823;1.2305394
0;8.9909000;20.052481;0.33943117
1;0.79495305;1.3202556;0.60866779
1;0.44296935;7.5164008;0.44668776
1;0.51267916;0.29097912;1.0141749
0;2.9036295;22.737736;0.48053464
1;0.41528457;8.6367750;1.2624581
1;2.3731446;4.1599941;0.80003953
1;0.96276402;8.3267231;1.0703368
0;18.360952;4.0376582;0.96161270
1;0.73470163;2.6705034;0.51651025
0;21.267826;0.66709131;3.1229646
1;1.1030020;5.3123002;1.5753741
0;20.031588;0.37888697;1.5003021
1;0.63094461;3.1283350;1.4158009
0;23.394569;3.7218735;4.2011776
0;3.9319358;27.597708;1.6231427
1;0.66782886;17.765282;0.76780355
0;21.894373;0.49065724;2.3922155
0;4.2761436;21.601625;0.88731480
1;1.8491086;0.33012715;0.32965478
1;2.5566192;30.998461;0.39144981
0;22.008892;0.43228221;3.3947239
0;22.399300;1.1865565;0.76618689
1;0.25770485;13.929402;0.74640375
1;1.1210790;7.0441680;2.4577620
1;1.2690772;6.5282531;1.3551533
0;6.8513994;51.799763;0.58329606
1;1.0468497;1.3436331;1.7587683
1;2.1166763;4.4930320;3.2110808
1;0.84188235;2.3729906;4.2067537
1;0.25045368;16.636650;0.81442100
1;0.67454118;8.4917889;1.0006402
0;8.3048391;38.315010;0.77828944
0;10.298508;18.154789;0.72967225
0;7.6727901;78.262505;1.2823623
0;4.5949092;48.554607;0.58226097
0;8.1860456;34.988033;1.3648380
1;0.15445207;7.9781070;0.86565375
1;0.59366632;2.2956524;0.90837348
1;0.46049652;2.0932870;0.53922415
1;2.9017487;2.0415747;0.91686451
0;6.1847897;0.30631238;2.3284318
0;9.0785160;26.810884;1.2127854
1;1.0591062;2.9029214;2.3365557
1;1.3771297;20.126867;1.3724420
0;3.5423503;30.256344;0.77068502
1;4.6359143;1.2301354;1.7489263
1;0.66842932;4.8576760;1.8327364
1;6.2508397;7.4516864;0.64279819
0;7.4208536;14.609356;0.78456497
1;0.31961867;1.3000209;4.4741559
0;3.6908975;7.7253809;0.31291226
1;1.3830349;1.1554874;3.3684440
0;3.0238347;17.261499;0.81206280
0;4.0497584;7.7414718;0.64389330
1;0.50451022;9.9553709;0.37279153
0;7.2247195;47.207226;1.2196106
1;4.6546345;18.500332;0.86829412
1;0.62578261;0.43895888;0.79302746
1;4.0607667;33.431713;3.7637300
1;5.2047744;1.4101551;2.6819761
1;4.7705593;7.2666225;1.9461981
0;2.1542430;20.264797;1.1735686
0;7.8788934;81.987541;1.2574580
0;6.3956928;46.711594;0.55416214
1;5.5643024;40.256687;1.1135565
1;0.33354852;6.1312828;1.1643339
0;8.6453838;89.507278;1.6904819
1;1.3359667;2.6645689;0.72781223
1;8.2266979;11.413238;1.1277065
1;5.3652344;9.2755070;0.72406942
1;2.4080524;4.3907080;0.83894193
1;3.3078167;4.2402205;1.2132300
0;11.245373;11.969843;0.95130199
1;3.2276850;5.5063767;1.2336929
1;3.3114233;2.8584583;1.7830429
1;3.7116406;2.2955766;1.6160473
0;7.4621587;73.611366;0.74541754
1;0.25407848;8.0970488;1.1895130
0;5.4873710;55.380123;0.30063364
1;1.1259780;8.9771299;1.0123276
0;7.1089749;55.139286;1.3330953
0;23.211384;0.033323042;0.65140390
1;0.63215560;5.1378880;0.37092948
0;14.325843;10.394115;0.90907478
0;7.7610607;17.439863;0.81471646
0;3.1544268;26.327986;1.5840278
0;3.5581615;19.067532;0.95321876
0;8.3373537;27.223503;1.1736267
1;4.1679854;12.264585;0.67983711
1;1.1293557;3.4632087;1.8998533
1;2.6959038;2.1929123;5.1624932
0;6.3650789;15.659910;1.0576042
1;1.4808079;0.37529477;1.1355280
0;2.9533808;19.079664;1.2319437
1;1.4335376;9.8540230;0.37735328
1;2.0125337;11.915315;2.1371443
1;1.8645420;0.050359387;0.70313323
0;6.4887066;1.6589217;2.4261267
1;1.6412988;14.939578;0.68025625
1;0.46935686;3.4899225;0.66405594
0;2.9880970;5.0698133;0.16253074
1;1.2706122;6.6534848;24.488817
0;5.8707151;12.376974;0.35251468
0;19.819424;23.542566;1.6367091
1;0.64864028;14.883923;3.2725523
0;24.434462;21.770546;1.4973277
1;14.223045;11.482408;1.3394026
1;1.6525666;7.9725847;0.60722494
0;6.3838248;76.724228;1.3012083
1;2.5475430;6.6726789;1.0278466
0;20.166563;37.141167;4.5131969
1;0.68881667;0.37830871;0.94645572
1;0.42767212;8.1052952;1.3879145
0;15.925284;27.998262;0.68617833
0;15.586811;29.212469;0.87340927
0;8.1018248;53.751694;0.30065522
0;7.1666160;87.709641;1.8918055
0;7.3224955;86.905373;0.77654564
1;1.9885243;18.724556;0.70367473
0;21.847567;3.5405931;2.3336251
1;2.4325950;2.2798891;0.94120914
1;0.56786889;1.2991822;0.60905463
0;29.032745;0.021934617;1.2097994
1;1.1584264;1.1807333;1.8790818
0;8.2061367;8.6539211;1.8017602
0;33.162640;1.6096294;1.0686781
1;1.1005505;2.1204627;1.4316682
0;6.8572054;19.666588;0.33704966
0;33.256821;3.9561782;0.77168757
1;1.7301849;2.6509957;1.6288159
1;8.0582037;6.5578971;0.48846444
0;6.0086107;9.9413490;0.66246623
1;1.8651124;3.3050075;1.9512944
0;7.1245246;26.932999;4.0300303
1;7.0147161;2.5368218;0.43798992
0;4.6575313;1.6475220;0.84948540
1;2.4113870;4.7847748;1.8372939
0;5.3974261;68.047241;0.71764261
1;0.88485622;0.60833949;0.47643274
0;2.4841549;5.8869720;0.93607908
1;1.8074831;50.557472;1.0897459
1;3.7700222;27.676184;1.2272471
1;3.5913091;23.753666;1.2917650
0;19.623030;0.31187132;1.9085782
1;1.3147116;22.664141;1.1341435
1;0.099654578;6.1416306;1.3084370
0;23.991964;7.3483243;3.2134442
0;2.5205040;33.249840;1.5912111
1;0.064296804;17.368917;0.44297945
0;2.9161727;25.866217;0.86570507
1;1.1847130;2.5818048;0.45489654
1;1.2291985;31.578732;0.28272882
0;19.673178;0.054199543;3.1626453
1;3.8656509;4.6904774;0.78904331
0;19.875681;2.6865597;3.5674729
0;22.754658;9.6270447;2.4953864
1;0.48501658;9.3660612;0.47569504
1;2.2767842;14.198107;1.5471631
1;0.85053664;0.27577394;3.8925447
1;0.37456319;10.643109;0.89763623
1;1.2147847;1.4569135;0.79930311
0;8.2143278;13.068150;0.65073460
0;8.2338839;24.591431;1.1632717
0;7.6212778;62.184059;1.3879626
1;1.2983441;19.391121;1.7702281
0;0.99909973;16.601883;0.77207708
0;2.1945350;54.636269;5.0569696
0;1.3603147;16.093466;1.3969098
0;0.94933647;21.416983;0.70954925
0;23.819229;36.600780;4.2643085
1;1.4563137;2.6341112;0.87336743
0;5.6450872;36.054058;2.5546360
1;1.7526878;2.0720580;1.7151906
0;6.7964411;7.9420648;1.4570661
1;0.59286225;5.8754320;2.0663228
1;4.5754499;3.5821037;1.0190598
0;24.141081;25.801620;0.93778509
1;2.1426122;4.5868559;1.1490786
0;6.6551142;64.432251;0.87447166
0;13.524783;18.724171;0.65449470
1;6.6050763;9.5604925;1.7241780
0;10.897586;14.423125;1.1658620
0;7.3042054;59.359634;2.3972113
0;5.2593994;0.39104623;0.90350419
1;12.151532;14.095368;1.6942453
0;13.370315;28.188009;1.0477877
1;1.5788281;5.4156289;1.2853137
0;14.010709;39.303604;1.2725458
1;2.8105433;5.2381225;0.74259061
0;14.630935;31.885530;0.60062879
1;1.5182194;2.1177521;0.88408417
1;1.5624635;0.97279453;1.2098993
1;7.4614534;3.9530034;0.54353434
1;2.3335166;0.85015941;0.97818917
0;5.4291625;86.122047;0.62089348
1;2.8549120;3.7839844;0.98600733
0;5.0734038;74.919762;0.68330145
0;5.6823645;84.946449;0.56525147
1;3.8548770;4.7966681;0.75407863
0;6.0432048;84.216232;0.48665676
1;4.6822691;15.110956;0.87579852
1;4.5217962;2.8701286;0.70151687
0;15.607560;24.097284;0.94639039
1;5.5385237;1.2635591;0.79182011
0;3.8040764;64.519547;0.99788153
0;8.3990498;34.736526;0.67251730
0;27.139271;1.3676142;1.0048788
1;1.4209282;2.1839969;1.3813689
0;8.9345322;45.229076;1.0596573
0;9.4914179;21.949142;0.85074055
0;18.192942;11.927240;1.1603159
0;22.878260;8.8195982;1.3198005
1;7.1364546;14.701357;0.42289117
0;7.9135246;40.762081;1.7633477
0;8.3501854;34.788551;0.56221801
1;1.4086740;1.4175748;0.43364784
0;7.5164790;10.835588;0.52639407
0;10.785906;10.216344;1.0423093
0;10.062284;1.0781118;0.75177616
0;10.921432;16.616194;0.94731230
0;13.011822;27.754063;2.2879131
0;6.9259152;11.752815;0.66713190
1;1.1127182;10.119223;0.75271267
0;11.115345;26.053877;0.56236094
0;6.3175945;27.379766;0.67641646
0;8.4624882;8.5828915;0.28911856
0;7.0016880;2.1297393;0.33426350
1;0.74888724;28.031200;3.1214943
1;2.9379752;1.9118190;0.54009378
1;3.1840043;5.8536315;0.70854706
0;8.5402794;15.471853;2.7164829
0;3.1110463;35.823654;6.5006695
1;2.5599010;1.6912402;1.4519118
1;4.9798822;4.2314439;0.97233117
1;2.5703297;4.7672539;1.0278959
1;2.2474837;0.17531937;1.1016139
0;5.8591223;81.832535;0.87663877
1;0.55873263;0.79093438;0.65719944
0;6.2104764;61.029369;0.56721795
0;5.7109313;86.122002;1.2394109
1;0.80720454;20.587917;0.76298732
0;3.7711558;80.751869;1.1634208
1;1.6296625;1.7546412;0.53403473
1;4.8138170;17.173767;1.0385567
1;5.5323606;13.144692;1.0083730
1;5.4632897;11.930187;0.81915933
1;0.45036700;0.26333943;0.63399613
1;0.74900240;0.028572250;1.7092965
0;9.8225260;1.6003054;0.53976637
1;1.5320531;0.78007466;2.3107431
0;8.6673956;7.4420371;0.71386886
1;1.8897623;2.2326066;2.6328309
1;1.1782829;1.1011007;0.21388230
1;0.81433666;6.3214521;0.39770505
1;0.72892147;11.429812;0.30843055
0;6.5797968;20.640562;1.0762706
0;8.3354330;2.0800364;0.91142190
1;4.4588242;7.1008191;0.56057352
0;7.0619106;82.494408;1.6483836
1;0.36395371;3.9636030;0.48518756
0;8.0086718;79.261421;1.8424479
1;1.1867732;1.2197126;0.88190764
0;7.4697280;80.899368;1.0600055
1;2.2031260;7.4826117;0.61441475
0;9.0351343;79.721733;1.0446225
0;6.2493181;72.867287;0.53004140
0;6.1184292;81.285652;0.58953238
1;1.1333357;0.19490004;0.81753260
0;5.9335642;85.846565;0.68306154
1;2.0126925;8.6301489;0.75232112
1;1.9923573;2.9234860;0.95830768
1;2.8988209;1.7884538;0.78143704
1;0.81512529;6.9060111;0.79721731
0;8.0675592;31.011215;1.3472556
0;1.6355433;39.176964;1.3726579
0;7.4691238;32.507790;1.4009606
0;1.5237705;44.941010;1.5494921
0;23.470573;21.878162;1.2721751
1;1.1589012;14.257495;0.25162932
1;5.8176723;18.686420;0.51592529
1;0.31621420;4.1158557;0.91561180
1;0.78390235;11.521049;1.5112938
1;0.76745504;0.28503203;1.0295248
1;0.41768199;8.1551371;1.2613660
1;1.5961441;5.8845611;1.5532386
1;1.0343575;2.1309226;0.36344612
1;2.1477399;13.390175;2.0390475
0;11.920339;46.503880;1.6502959
0;10.499145;67.681435;4.3762283
1;4.2839799;10.363836;0.76834321
1;1.3553430;25.173382;0.50624031
1;0.27735159;4.7059717;0.53304172
0;8.1414423;4.5060053;0.54723608
1;2.4493101;5.1163607;0.81581557
0;7.4104638;0.96481508;1.4826669
0;4.6732945;2.0670161;1.9975033
0;18.616081;51.799095;1.3201475
0;6.7653847;60.583290;0.59672147
1;6.6864691;0.77162117;1.4426032
1;8.0237331;0.30300540;3.7101026
0;8.1936274;36.558533;3.7683027
0;7.0366940;47.281441;1.8444568
1;4.6009049;6.3850255;0.87424988
0;7.7580395;14.965661;1.0121464
1;2.8060012;1.2148706;1.4491553
1;10.777884;4.3702941;1.1572553
0;5.9629164;60.985027;0.68914765
1;3.9728041;3.8078494;0.47924393
1;3.8762267;9.7905912;2.8296871
0;13.210986;2.6452901;2.4901392
1;4.7234535;8.5879230;1.3615485
1;16.465858;9.8340034;2.2233274
1;7.1260028;22.663357;2.7342939
1;9.2866058;1.0090251;1.3071719
1;12.622642;2.1358054;2.1638274
1;0.55439109;2.9143295;1.0755281
0;15.079910;0.64222413;0.77625304
1;0.78675616;1.1359279;1.9813150
0;12.902865;0.71061367;0.60255438
1;1.6237479;0.58280957;1.9256741
1;0.85673642;6.7284422;0.52761751
0;7.3504086;71.537926;0.47703519
1;2.6251245;21.160017;0.72284156
0;8.3805838;76.251656;0.40614212
1;1.7720304;5.0656571;0.42348397
1;1.3810997;6.8698401;0.47505131
0;4.5685053;30.691118;1.5486263
0;7.6560454;5.9328766;0.71287417
1;6.5940394;8.7307806;0.66486973
0;7.7423301;7.1060615;1.5744671
0;7.9366102;46.727959;0.46933180
0;0.82055819;32.987968;0.81198072
0;8.0233831;25.371490;0.70145726
0;0.84108812;39.655392;0.91068512
0;24.085976;14.216074;0.54063815
0;7.9396081;78.185883;1.8916938
1;2.2078445;2.0790629;2.0297360
0;8.6481438;81.123650;0.66770893
1;1.2571843;0.59021115;0.65969586
1;1.6767514;3.5561032;1.8200477
0;15.613037;16.414442;1.5765113
0;7.9081135;22.547180;0.66253668
0;9.3524971;15.602229;0.92375332
0;10.526672;11.058524;0.96923059
0;11.268574;25.677389;0.98598105
1;3.7182426;3.9154534;0.33898291
1;0.48660815;3.9820867;0.93242383
1;0.23829964;1.2680869;0.86387265
1;0.61909771;2.0178456;0.88008893
1;2.7464900;16.914907;0.80125332
0;8.3803902;73.388504;1.0730661
0;7.0485001;63.560787;2.6779380
1;1.5186685;1.1005647;2.1937227
1;0.96140796;4.7170115;0.60476953
0;9.9019375;13.134793;1.3964746
1;1.3573104;10.453194;2.4328299
0;8.1829538;8.5124664;1.0074250
1;2.1772327;0.65037602;0.59402639
0;5.8106241;21.588615;2.3589528
0;9.6377125;0.93233764;1.3087100
1;3.9572592;29.516418;2.4064286
0;7.5422816;40.321655;0.38710818
1;0.69854498;0.30691847;0.65887320
1;1.5890169;1.4146450;0.55797368
1;1.0298704;3.3751981;0.81810313
0;8.1684618;24.850924;0.86439002
0;1.5807048;47.509102;0.92602271
0;22.510500;6.6719217;2.5414531
1;5.0867729;1.3515855;0.63114423
1;9.1819544;5.3437233;0.37446183
1;2.4828808;0.50993246;1.6216019
1;3.4497278;1.2998092;2.3668854
1;4.8684130;9.1288061;2.4773822
0;22.455294;26.170921;5.9828801
0;3.1438110;24.433601;0.73336220
0;6.7286859;40.757809;0.64894557
1;7.0043302;6.4968066;1.0099101
1;1.9574120;3.5595903;0.45457345
1;0.77087647;1.9935220;0.38998625
1;2.0747283;0.083396465;0.26679480
1;2.6385062;4.8844633;0.63703007
1;3.9827862;6.0774069;0.41441372
1;3.1977577;0.82728100;0.62188005
0;9.1298227;7.2640781;4.2252817
0;8.3510399;51.568989;1.2933534
0;9.2651167;1.4310635;1.1488419
1;0.79822737;0.93927956;0.89986390
0;8.1171732;11.827928;0.62589079
1;1.2092667;0.98049933;1.5068185
1;2.8677104;10.059260;0.72742701
0;14.047845;5.0605211;1.9283824
0;5.4841261;30.444387;1.2676244
1;1.6420101;5.2368102;1.6300522
0;1.7842628;9.2245035;2.0835719
0;1.7709246;10.901750;2.2218671
0;1.9544307;10.600389;2.1925941
0;1.8915076;27.256329;2.1468396
0;5.5805793;19.314297;0.74742073
0;8.5790558;0.69615495;1.3301722
1;0.29502362;4.5401721;0.55354041
0;8.5474567;4.0253038;0.99369419
0;7.0806680;80.335052;0.68192142
1;1.0728561;9.4646282;0.54245162
0;8.1323900;82.114677;0.41442373
0;8.1954288;80.907455;0.88845909
1;0.47237039;3.2764904;0.25249612
0;6.8836918;36.741512;1.4516593
0;8.8407927;10.504451;0.74040192
1;4.9297976;3.7022672;0.39372873
0;6.5715375;12.178304;0.49257407
0;5.0799651;2.4689333;0.65695721
0;5.2509465;7.5901437;1.2784953
0;6.8338513;87.085922;1.0021753
1;2.1757996;10.304746;0.47003740
1;1.0532877;1.9183577;0.85094672
1;1.7837007;0.14501809;0.91642278
1;1.9733325;6.2506886;1.8012815
1;3.5492003;6.3576102;2.1880107
0;6.5575967;30.938816;2.8038568
0;6.8512592;20.191507;6.3229227
0;16.115982;19.844574;0.75636023
1;6.9861336;27.534466;4.6911469
0;8.5444145;29.905186;2.6930242
0;2.5556405;21.875776;2.5351765
1;0.44751036;4.3649735;0.65315163
1;0.22736031;2.4073184;0.82628751
1;2.3183186;20.717981;1.3671533
1;1.6116452;3.2382488;0.38633782
1;1.8453182;7.6986771;0.68632478
1;4.0894680;8.9133883;0.47300395
1;1.5073124;2.3826976;0.10328390
1;3.1821234;0.87890494;0.79507816
0;6.7969818;66.048645;0.54021919
0;8.6124039;63.176998;0.69156867
1;1.1970992;2.0985372;1.1207880
0;8.4056225;13.839940;2.5190213
1;0.50458270;0.016547408;1.3008533
1;0.49288309;3.0844171;1.0775871
0;7.9779553;22.808954;2.3088052
0;8.2213135;6.8831501;2.0158346
0;6.0877924;5.8306956;2.7548451
1;0.89886844;1.5538017;1.1387806
1;0.38748324;0.46679142;0.99495578
1;0.19657290;2.2268765;1.4447944
1;1.6531068;1.7290213;1.5907710
1;0.79644603;8.2084875;1.2276033
1;2.3590510;9.7633610;2.6065691
1;2.0030472;9.4971371;1.0324217
1;2.6927421;13.878191;1.6351535
0;0.32751545;32.762691;1.7089114
0;2.2843671;51.323315;1.0651311
1;1.2683140;6.3764758;0.40870839
1;8.1381350;12.882746;1.5750515
0;9.5783129;3.4962564;1.1944319
1;1.2839506;0.061198004;2.8023334
1;4.1297512;3.3441675;1.3011122
1;6.0905294;14.400066;5.7464900
1;3.6047192;21.528631;1.7204888
1;15.838681;0.19728112;0.73238617
1;2.5710042;15.103979;0.84109747
1;16.009375;1.1009843;0.93030918
0;4.8324461;26.300232;0.70138049
0;4.9720826;44.473629;0.62264466
0;6.4541402;36.336994;0.33046710
0;11.516172;1.3344791;0.58121103
0;1.5366981;81.417244;0.78112197
0;7.4574466;12.087621;0.50258917
1;0.69287449;0.78676713;1.4175243
1;2.8622663;4.1203818;0.71077907
0;7.3742299;5.0432215;0.76027721
0;7.8691087;82.503899;0.52370560
0;8.2717152;88.586632;0.47244257
0;5.8662958;36.106842;1.1977062
1;6.4523950;5.8362465;0.93394977
0;5.0658607;14.762823;0.27571210
0;4.5399413;8.9664698;0.91435081
0;6.2257586;19.368572;1.9631598
1;1.8056087;7.0871658;1.1144246
1;2.7401307;9.0338097;1.4533373
1;3.3036883;11.247390;1.6512115
1;3.5439119;10.828268;1.3934913
1;3.6208427;7.1264749;2.0876431
1;4.0801744;5.3004541;2.1715481
1;4.7496347;2.0323522;2.0774097
0;8.7435179;5.6744947;2.7921197
1;0.58270293;2.2889249;0.62122130
1;0.39747280;2.9497221;0.59387308
1;1.9400907;10.783158;0.77511507
1;0.24399030;5.6115932;0.66282058
1;1.6183765;6.1151996;0.54765433
1;0.32773343;3.5698056;0.14096381
0;14.746099;66.665520;0.53162700
1;0.65148962;2.9435718;0.81708115
0;6.8158464;43.212379;1.2441790
0;9.4010715;58.218735;0.79621446
1;0.39858624;11.448287;3.4745851
0;4.9978852;10.962048;0.92636585
1;0.96813887;9.4699516;0.86847728
0;0.83977693;14.703011;0.43246999
0;2.2741895;2.8137033;1.6614504
0;11.102053;28.484625;1.8500875
1;2.2952011;2.4772644;2.4949629
1;5.7989502;5.2914238;0.34105483
0;10.827945;76.569145;0.79706633
1;6.9730506;6.1493015;0.40957755
0;9.5067396;17.341213;0.90447491
1;0.19733571;1.0115085;0.84848261
1;0.74300563;5.4531245;0.40693352
0;10.714300;17.442059;2.7185309
1;2.0654807;11.388257;1.6527076
0;7.1863446;31.212627;0.51441592
1;0.35194173;6.0085025;2.3205538
0;7.9257698;41.930004;1.7766416
0;4.5139279;23.312243;1.5594813
1;4.7259946;6.5322638;1.5612118
1;0.76946771;1.7016205;1.6791443
1;0.30022773;1.6132158;1.2148927
1;0.69258976;5.8370919;1.1690038
1;0.65260547;4.9861655;0.98824328
1;0.57613617;8.4940891;1.7746643
1;1.8414222;13.738728;1.2851808
0;2.8391414;37.203342;1.8986971
0;8.5974712;64.628479;0.54215610
1;4.9586225;5.6440821;1.2674856
0;13.081871;14.743173;0.87705421
1;2.6434662;2.7566926;0.63471687
0;13.284843;3.9936123;5.0692325
1;6.2727447;1.8395231;5.1026216
1;2.4333165;28.342798;1.7301000
0;14.729613;20.489952;0.67884749
